User ID,Product Code,Payment Status,Coupon code,Lead Registered Time,Sales Date,Source,Product Amount with GST,Payment Mode,Currency  Code,Transaction Bank
user2707,Product34,Initiated,Coupon19,"Jul 19, 2022 10:35 am","Jul 19, 2022",Direct,99,,INR,
user2713,Product94,Initiated,Coupon19,"Jul 19, 2022 10:34 am","Jul 19, 2022",Direct,9,,INR,
user2715,Product4,Initiated,,"Jul 19, 2022 11:10 am","Jul 19, 2022",Direct,2022,,INR,
user2229,Product34,Initiated,Coupon23,"Jul 19, 2022 10:50 am","Jul 19, 2022",Direct,94,,INR,
user2707,Product34,Initiated,Coupon19,"Jul 19, 2022 10:49 am","Jul 19, 2022",Direct,79,,INR,
user2717,Product4,refund,,"Jul 19, 2022 10:41 am","Jul 21, 2022",Direct,2022,upi,INR,NA
user2713,Product94,Initiated,Coupon19,"Jul 19, 2022 10:34 am","Jul 19, 2022",Direct,9,,INR,
user2719,Product35,Initiated,,"Jul 19, 2022 09:52 am","Jul 19, 2022",Influencer,499,,INR,
user2720,Product31,paid,,"Jul 19, 2022 09:42 am","Jul 19, 2022",Direct,499,upi,INR,NA
user2722,Product6,Initiated,,"Jul 19, 2022 09:32 am","Jul 19, 2022",Direct,899,,INR,
user2723,Product4,paid,,"Jul 19, 2022 09:23 am","Jul 19, 2022",Direct,2022,card,INR,NA
user2726,Product4,Initiated,,"Jul 19, 2022 08:58 am","Jul 19, 2022",Direct,2022,,INR,
user2727,Product3,Initiated,,"Jul 19, 2022 08:46 am","Jul 19, 2022",Direct,1999,,INR,
user2730,Product9,Initiated,,"Jul 19, 2022 08:11 am","Jul 19, 2022",Direct,999,,INR,
user995,Product5,Initiated,,"Jul 19, 2022 06:55 am","Jul 19, 2022",Direct,1999,,INR,
user2733,Product95,Initiated,,"Jul 19, 2022 02:36 am","Jul 18, 2022",Direct,499,,INR,
user2734,Product96,paid,,"Jul 19, 2022 12:55 am","Jul 18, 2022",Direct,499,upi,INR,NA
user1479,Product3,Initiated,,"Jul 19, 2022 12:41 am","Jul 18, 2022",Direct,1999,,INR,
user2735,Product39,Initiated,,"Jul 19, 2022 10:23 am","Jul 19, 2022",Direct,499,,INR,
user2739,Product12,paid,,"Jul 19, 2022 10:02 am","Jul 19, 2022",Direct,499,upi,INR,NA
user2720,Product31,Initiated,,"Jul 19, 2022 09:50 am","Jul 19, 2022",Direct,499,,INR,
user2720,Product31,Initiated,,"Jul 19, 2022 09:47 am","Jul 19, 2022",Direct,499,,INR,
user2720,Product31,Initiated,,"Jul 19, 2022 09:45 am","Jul 19, 2022",Direct,499,,INR,
user2720,Product31,Initiated,,"Jul 19, 2022 09:36 am","Jul 19, 2022",Direct,499,,INR,
user2696,Product20,Initiated,Coupon1,"Jul 19, 2022 09:30 am","Jul 19, 2022",Direct,374,,INR,
user2743,Product6,Initiated,,"Jul 19, 2022 09:25 am","Jul 19, 2022",Direct,899,,INR,
user2745,Product9,Initiated,,"Jul 19, 2022 09:13 am","Jul 19, 2022",Direct,999,,INR,
user2748,Product2,paid,,"Jul 19, 2022 08:37 am","Jul 19, 2022",Direct,999,upi,INR,NA
user2749,Product8,Initiated,,"Jul 19, 2022 08:19 am","Jul 19, 2022",Influencer,499,,INR,
user2750,Product3,Initiated,,"Jul 19, 2022 07:14 am","Jul 19, 2022",Direct,1999,,INR,
user2753,Product1,Initiated,,"Jul 19, 2022 06:25 am","Jul 19, 2022",Direct,3999,,INR,
user2755,Product35,Initiated,,"Jul 19, 2022 01:59 am","Jul 18, 2022",Direct,499,,INR,
user2756,Product3,Initiated,,"Jul 19, 2022 01:23 am","Jul 18, 2022",Direct,1999,,INR,
user1479,Product3,Initiated,,"Jul 19, 2022 12:41 am","Jul 18, 2022",Direct,1999,,INR,
user2757,Product70,Initiated,,"Jul 19, 2022 12:39 am","Jul 18, 2022",Direct,499,,INR,
user2759,Product9,Initiated,,"Jul 19, 2022 12:25 am","Jul 18, 2022",Direct,999,,INR,
user2583,Product87,Initiated,,"Jul 19, 2022 12:16 am","Jul 18, 2022",Email,499,,INR,
user2761,Product4,Initiated,,"Jul 19, 2022 10:36 am","Jul 19, 2022",Direct,2022,,INR,
user2735,Product39,Initiated,,"Jul 19, 2022 10:15 am","Jul 19, 2022",Direct,499,,INR,
user2762,Product21,Initiated,Coupon24,"Jul 19, 2022 09:46 am","Jul 19, 2022",Influencer,499,,INR,
user2720,Product31,Initiated,,"Jul 19, 2022 09:37 am","Jul 19, 2022",Direct,499,,INR,
user2764,Product68,paid,,"Jul 19, 2022 08:56 am","Jul 19, 2022",Email,499,upi,INR,NA
user2727,Product3,paid,,"Jul 19, 2022 08:47 am","Jul 19, 2022",Direct,1999,upi,INR,NA
user2579,Product55,Initiated,Coupon25,"Jul 19, 2022 07:55 am","Jul 19, 2022",Direct,499,,INR,
user2767,Product17,paid,,"Jul 19, 2022 07:37 am","Jul 19, 2022",Email,499,upi,INR,NA
user2768,Product25,paid,,"Jul 19, 2022 07:14 am","Jul 19, 2022",Email,499,upi,INR,NA
user2769,Product9,paid,,"Jul 19, 2022 06:40 am","Jul 19, 2022",Direct,999,paylater,INR,NA
user2756,Product3,Initiated,,"Jul 19, 2022 01:23 am","Jul 18, 2022",Direct,1999,,INR,
user2774,Product8,Initiated,Coupon2,"Jul 19, 2022 12:43 am","Jul 18, 2022",Influencer,499,,INR,
user2774,Product8,Initiated,Coupon2,"Jul 19, 2022 12:43 am","Jul 18, 2022",Influencer,499,,INR,
user2776,Product25,Initiated,,"Jul 19, 2022 12:14 am","Jul 18, 2022",Direct,499,,INR,
user2776,Product25,paid,,"Jul 19, 2022 12:11 am","Jul 18, 2022",Email,499,upi,INR,NA
user2777,Product3,paid,,"Jul 19, 2022 12:10 am","Jul 18, 2022",Direct,1999,upi,INR,NA
user2778,Product1,paid,,"Jul 19, 2022 12:04 am","Jul 18, 2022",Paid,3999,card,INR,NA
user2780,Product8,Initiated,,"Jul 18, 2022 11:22 pm","Jul 18, 2022",Direct,499,,INR,
user2781,Product4,Initiated,,"Jul 18, 2022 11:13 pm","Jul 18, 2022",Direct,2022,,INR,
user2782,Product9,Initiated,,"Jul 18, 2022 11:13 pm","Jul 18, 2022",Direct,999,,INR,
user2783,Product29,paid,,"Jul 18, 2022 10:54 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user2784,Product18,Initiated,,"Jul 18, 2022 10:46 pm","Jul 18, 2022",Direct,1999,,INR,
user2786,Product8,Initiated,,"Jul 18, 2022 10:19 pm","Jul 18, 2022",Influencer,59,,USD,
user2786,Product8,Initiated,,"Jul 18, 2022 10:19 pm","Jul 18, 2022",Influencer,59,,USD,
user2787,Product45,Initiated,,"Jul 18, 2022 10:16 pm","Jul 18, 2022",Email,499,,INR,
user2787,Product45,Initiated,,"Jul 18, 2022 10:11 pm","Jul 18, 2022",Direct,499,,INR,
user2790,Product5,paid,,"Jul 18, 2022 10:09 pm","Jul 18, 2022",Direct,1999,upi,INR,NA
user2790,Product5,Initiated,,"Jul 18, 2022 10:05 pm","Jul 18, 2022",Direct,1999,,INR,
user2791,Product2,Initiated,,"Jul 18, 2022 10:04 pm","Jul 18, 2022",Direct,999,,INR,
user2792,Product9,Initiated,,"Jul 18, 2022 09:55 pm","Jul 18, 2022",Direct,999,,INR,
user2742,Product25,paid,,"Jul 18, 2022 09:46 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user2795,Product33,Initiated,,"Jul 18, 2022 09:35 pm","Jul 18, 2022",Direct,2999,,INR,
user2798,Product5,Initiated,,"Jul 18, 2022 09:19 pm","Jul 18, 2022",Direct,1999,,INR,
user2800,Product4,Initiated,,"Jul 18, 2022 08:46 pm","Jul 18, 2022",Direct,2022,,INR,
user2803,Product8,paid,,"Jul 18, 2022 08:17 pm","Jul 18, 2022",Influencer,499,upi,INR,NA
user2767,Product17,Initiated,,"Jul 18, 2022 08:09 pm","Jul 18, 2022",Direct,499,,INR,
user2813,Product2,Initiated,,"Jul 18, 2022 10:59 pm","Jul 18, 2022",Direct,999,,INR,
user2815,Product66,Initiated,,"Jul 18, 2022 09:58 pm","Jul 18, 2022",Direct,499,,INR,
user2795,Product33,Initiated,,"Jul 18, 2022 09:26 pm","Jul 18, 2022",Direct,2999,,INR,
user2798,Product5,Initiated,,"Jul 18, 2022 09:20 pm","Jul 18, 2022",Direct,1999,,INR,
user2816,Product51,Initiated,,"Jul 18, 2022 09:03 pm","Jul 18, 2022",Direct,499,,INR,
user2817,Product2,Initiated,,"Jul 18, 2022 08:52 pm","Jul 18, 2022",Direct,999,,INR,
user2819,Product4,Initiated,,"Jul 18, 2022 08:23 pm","Jul 18, 2022",Direct,2022,,INR,
user2820,Product3,Initiated,,"Jul 18, 2022 08:23 pm","Jul 18, 2022",Direct,1999,,INR,
user2821,Product8,paid,,"Jul 18, 2022 08:17 pm","Jul 18, 2022",Direct,499,wallet,INR,NA
user2822,Product4,Initiated,,"Jul 18, 2022 08:11 pm","Jul 18, 2022",Direct,2022,,INR,
user2823,Product3,Initiated,,"Jul 18, 2022 08:11 pm","Jul 18, 2022",Direct,1999,,INR,
user2821,Product29,Initiated,,"Jul 18, 2022 08:10 pm","Jul 18, 2022",Direct,499,,INR,
user2826,Product5,Initiated,,"Jul 18, 2022 07:49 pm","Jul 18, 2022",Direct,1999,,INR,
user2828,Product4,Initiated,,"Jul 19, 2022 12:30 am","Jul 18, 2022",Direct,2022,,INR,
user2777,Product3,Initiated,,"Jul 19, 2022 12:10 am","Jul 18, 2022",Direct,1999,,INR,
user2829,Product9,Initiated,,"Jul 18, 2022 11:50 pm","Jul 18, 2022",Direct,999,,INR,
user2830,Product97,Initiated,,"Jul 18, 2022 11:44 pm","Jul 18, 2022",Direct,499,,INR,
user2831,Product2,Initiated,,"Jul 18, 2022 11:39 pm","Jul 18, 2022",Direct,999,,INR,
user2832,Product81,paid,Coupon1,"Jul 18, 2022 11:26 pm","Jul 18, 2022",Paid,374,paylater,INR,NA
user2833,Product4,Initiated,,"Jul 18, 2022 11:15 pm","Jul 18, 2022",Direct,2022,,INR,
user2834,Product2,refund,,"Jul 18, 2022 11:06 pm","Jul 25, 2022",Direct,999,upi,INR,NA
user2783,Product8,paid,,"Jul 18, 2022 11:02 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user268,Product5,Initiated,,"Jul 18, 2022 10:27 pm","Jul 18, 2022",Direct,1999,,INR,
user2787,Product45,Initiated,,"Jul 18, 2022 10:25 pm","Jul 18, 2022",Email,499,,INR,
user2837,Product5,Initiated,,"Jul 18, 2022 10:20 pm","Jul 18, 2022",Direct,1999,,INR,
user2838,Product4,Initiated,,"Jul 18, 2022 10:13 pm","Jul 18, 2022",Direct,2022,,INR,
user2840,Product4,Initiated,,"Jul 18, 2022 10:11 pm","Jul 18, 2022",Direct,2022,,INR,
user2787,Product45,Initiated,,"Jul 18, 2022 10:10 pm","Jul 18, 2022",Direct,499,,INR,
user2787,Product45,paid,,"Jul 18, 2022 10:04 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user2841,Product8,Initiated,,"Jul 18, 2022 10:02 pm","Jul 18, 2022",Influencer,499,,INR,
user2841,Product8,Initiated,,"Jul 18, 2022 10:01 pm","Jul 18, 2022",Influencer,499,,INR,
user2820,Product3,Initiated,,"Jul 18, 2022 09:14 pm","Jul 18, 2022",Direct,1999,,INR,
user2843,Product4,Initiated,,"Jul 18, 2022 08:57 pm","Jul 18, 2022",Direct,2022,,INR,
user2844,Product4,Initiated,,"Jul 18, 2022 08:56 pm","Jul 18, 2022",Direct,2022,,INR,
user2817,Product34,Initiated,,"Jul 18, 2022 08:54 pm","Jul 18, 2022",Direct,499,,INR,
user2847,Product5,Initiated,,"Jul 18, 2022 07:52 pm","Jul 18, 2022",Direct,1999,,INR,
user2848,Product15,paid,,"Jul 18, 2022 07:16 pm","Jul 18, 2022",Direct,1999,card,INR,NA
user2849,Product69,paid,,"Jul 18, 2022 07:04 pm","Jul 18, 2022",Direct,499,card,INR,NA
user2853,Product12,Initiated,,"Jul 18, 2022 06:54 pm","Jul 18, 2022",Email,499,,INR,
user2854,Product9,Initiated,,"Jul 18, 2022 06:51 pm","Jul 18, 2022",Direct,999,,INR,
user2856,Product51,paid,,"Jul 18, 2022 06:13 pm","Jul 18, 2022",Email,499,upi,INR,NA
user2857,Product1,Initiated,,"Jul 18, 2022 05:59 pm","Jul 18, 2022",Paid,3999,,INR,
user2858,Product5,Initiated,,"Jul 18, 2022 05:51 pm","Jul 18, 2022",Direct,1999,,INR,
user2723,Product4,Initiated,,"Jul 18, 2022 05:23 pm","Jul 18, 2022",Direct,2022,,INR,
user2859,Product8,Initiated,,"Jul 18, 2022 05:15 pm","Jul 18, 2022",Direct,499,,INR,
user1958,Product12,Initiated,,"Jul 18, 2022 05:04 pm","Jul 18, 2022",Influencer,499,,INR,
user2861,Product4,Initiated,,"Jul 18, 2022 04:58 pm","Jul 18, 2022",Direct,2022,,INR,
user2853,Product12,Initiated,,"Jul 18, 2022 04:53 pm","Jul 18, 2022",Direct,499,,INR,
user2862,Product52,paid,,"Jul 18, 2022 04:48 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user2863,Product8,Initiated,,"Jul 18, 2022 04:43 pm","Jul 18, 2022",Influencer,499,,INR,
user2863,Product8,Initiated,,"Jul 18, 2022 04:43 pm","Jul 18, 2022",Influencer,499,,INR,
user2864,Product5,Initiated,,"Jul 18, 2022 04:39 pm","Jul 18, 2022",Direct,1999,,INR,
user2783,Product29,Initiated,,"Jul 18, 2022 04:33 pm","Jul 18, 2022",Email,499,,INR,
user2865,Product22,Initiated,,"Jul 18, 2022 04:26 pm","Jul 18, 2022",Direct,1499,,USD,
user2207,Product5,Initiated,,"Jul 18, 2022 03:52 pm","Jul 18, 2022",Direct,1999,,INR,
user2868,Product46,Initiated,,"Jul 18, 2022 07:25 pm","Jul 18, 2022",Direct,499,,INR,
user2868,Product46,paid,,"Jul 18, 2022 07:21 pm","Jul 18, 2022",Direct,499,card,INR,NA
user2853,Product12,paid,,"Jul 18, 2022 06:31 pm","Jul 18, 2022",Direct,499,netbanking,INR,HDFC
user2853,Product12,Initiated,,"Jul 18, 2022 06:30 pm","Jul 18, 2022",Direct,499,,INR,
user2853,Product12,Initiated,,"Jul 18, 2022 06:30 pm","Jul 18, 2022",Direct,499,,INR,
user2870,Product34,Initiated,,"Jul 18, 2022 05:57 pm","Jul 18, 2022",Direct,499,,INR,
user2871,Product4,refund,,"Jul 18, 2022 05:38 pm","Jul 21, 2022",Direct,2022,upi,INR,NA
user2871,Product4,Initiated,,"Jul 18, 2022 05:10 pm","Jul 18, 2022",Direct,2022,,INR,
user2872,Product8,Initiated,,"Jul 18, 2022 04:31 pm","Jul 18, 2022",Direct,499,,INR,
user2873,Product1,Initiated,,"Jul 18, 2022 04:00 pm","Jul 18, 2022",Paid,3999,,INR,
user2207,Product5,Initiated,,"Jul 18, 2022 03:53 pm","Jul 18, 2022",Direct,1999,,INR,
user2880,Product10,Initiated,,"Jul 18, 2022 05:54 pm","Jul 18, 2022",Direct,999,,INR,
user2880,Product10,Initiated,,"Jul 18, 2022 05:53 pm","Jul 18, 2022",Direct,999,,INR,
user2856,Product51,Initiated,,"Jul 18, 2022 05:48 pm","Jul 18, 2022",Email,499,,INR,
user2859,Product8,Initiated,,"Jul 18, 2022 05:15 pm","Jul 18, 2022",Direct,499,,INR,
user43,Product3,Initiated,,"Jul 18, 2022 05:00 pm","Jul 18, 2022",Direct,1999,,INR,
user2884,Product84,paid,Coupon1,"Jul 18, 2022 04:52 pm","Jul 18, 2022",Paid,374,upi,INR,NA
user2884,Product96,paid,Coupon1,"Jul 18, 2022 04:47 pm","Jul 18, 2022",Paid,374,upi,INR,NA
user2862,Product39,paid,,"Jul 18, 2022 04:45 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user2872,Product8,Initiated,,"Jul 18, 2022 04:30 pm","Jul 18, 2022",Direct,499,,INR,
user2865,Product22,Initiated,,"Jul 18, 2022 04:28 pm","Jul 18, 2022",Direct,1499,,USD,
user2887,Product2,Initiated,,"Jul 18, 2022 04:28 pm","Jul 18, 2022",Direct,999,,INR,
user2888,Product3,Initiated,,"Jul 18, 2022 04:07 pm","Jul 18, 2022",Direct,1999,,INR,
user2889,Product17,paid,,"Jul 18, 2022 04:05 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user2890,Product3,Initiated,,"Jul 18, 2022 03:59 pm","Jul 18, 2022",Direct,1999,,INR,
user1806,Product49,Initiated,,"Jul 18, 2022 03:38 pm","Jul 18, 2022",Direct,499,,INR,
user2893,Product35,paid,,"Jul 18, 2022 03:00 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user2893,Product35,Initiated,,"Jul 18, 2022 03:00 pm","Jul 18, 2022",Direct,499,,INR,
user2894,Product10,paid,,"Jul 18, 2022 02:59 pm","Jul 18, 2022",Direct,999,upi,INR,NA
user2342,Product5,Initiated,Coupon1,"Jul 18, 2022 02:57 pm","Jul 18, 2022",Direct,1499,,INR,
user2895,Product4,Initiated,,"Jul 18, 2022 02:52 pm","Jul 18, 2022",Direct,2022,,INR,
user2896,Product3,Initiated,,"Jul 18, 2022 02:38 pm","Jul 18, 2022",Direct,1999,,INR,
user1785,Product35,paid,Coupon18,"Jul 18, 2022 02:37 pm","Jul 18, 2022",Direct,50,upi,INR,NA
user2901,Product5,Initiated,,"Jul 18, 2022 03:16 pm","Jul 18, 2022",Direct,1999,,INR,
user1785,Product35,Initiated,Coupon18,"Jul 18, 2022 02:36 pm","Jul 18, 2022",Direct,50,,INR,
user2904,Product4,Initiated,,"Jul 18, 2022 02:06 pm","Jul 18, 2022",Direct,2022,,INR,
user2905,Product18,Initiated,,"Jul 18, 2022 02:05 pm","Jul 18, 2022",Direct,1999,,INR,
user2906,Product25,Initiated,,"Jul 18, 2022 01:42 pm","Jul 18, 2022",Email,499,,INR,
user2909,Product84,Initiated,,"Jul 18, 2022 01:35 pm","Jul 18, 2022",Direct,499,,INR,
user2910,Product14,Initiated,,"Jul 18, 2022 01:21 pm","Jul 18, 2022",Direct,499,,INR,
user2912,Product9,Initiated,,"Jul 18, 2022 12:41 pm","Jul 18, 2022",Direct,999,,INR,
user2913,Product24,Initiated,,"Jul 18, 2022 12:23 pm","Jul 18, 2022",Direct,499,,INR,
user2917,Product4,paid,,"Jul 18, 2022 11:22 am","Jul 18, 2022",Direct,2022,upi,INR,NA
user2918,Product24,Initiated,,"Jul 18, 2022 11:17 am","Jul 18, 2022",Influencer,499,,INR,
user2900,Product4,Initiated,,"Jul 18, 2022 02:59 pm","Jul 18, 2022",Direct,2022,,INR,
user2923,Product29,Initiated,,"Jul 18, 2022 02:16 pm","Jul 18, 2022",Influencer,499,,INR,
user2925,Product45,Initiated,,"Jul 18, 2022 02:10 pm","Jul 18, 2022",Email,499,,INR,
user2904,Product4,Initiated,,"Jul 18, 2022 02:05 pm","Jul 18, 2022",Direct,2022,,INR,
user2926,Product26,paid,,"Jul 18, 2022 01:47 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user2927,Product8,Initiated,,"Jul 18, 2022 01:26 pm","Jul 18, 2022",Influencer,499,,INR,
user2929,Product87,paid,Coupon1,"Jul 18, 2022 12:09 pm","Jul 18, 2022",Direct,374,upi,INR,NA
user2930,Product2,paid,,"Jul 18, 2022 11:55 am","Jul 18, 2022",Direct,999,upi,INR,NA
user2931,Product5,Initiated,,"Jul 18, 2022 11:47 am","Jul 18, 2022",Direct,1999,,INR,
user2932,Product37,Initiated,,"Jul 18, 2022 11:29 am","Jul 18, 2022",Influencer,499,,INR,
user759,Product5,Initiated,,"Jul 18, 2022 11:29 am","Jul 18, 2022",Direct,1999,,INR,
user2934,Product4,Initiated,,"Jul 18, 2022 11:21 am","Jul 18, 2022",Direct,2022,,INR,
user2900,Product4,Initiated,,"Jul 18, 2022 11:17 am","Jul 18, 2022",Direct,2022,,INR,
user2918,Product24,Initiated,,"Jul 18, 2022 11:15 am","Jul 18, 2022",Influencer,499,,INR,
user2936,Product39,Initiated,,"Jul 18, 2022 10:56 am","Jul 18, 2022",Influencer,499,,INR,
user2904,Product4,Initiated,,"Jul 18, 2022 02:04 pm","Jul 18, 2022",Direct,2022,,INR,
user2906,Product25,paid,,"Jul 18, 2022 01:46 pm","Jul 18, 2022",Email,499,upi,INR,NA
user2906,Product25,Initiated,,"Jul 18, 2022 01:44 pm","Jul 18, 2022",Email,499,,INR,
user2938,Product5,Initiated,,"Jul 18, 2022 01:35 pm","Jul 18, 2022",Direct,1999,,INR,
user2939,Product95,Initiated,,"Jul 18, 2022 01:20 pm","Jul 18, 2022",Email,499,,INR,
user2941,Product3,Initiated,,"Jul 18, 2022 12:50 pm","Jul 18, 2022",Direct,1999,,INR,
user2943,Product10,Initiated,,"Jul 18, 2022 12:45 pm","Jul 18, 2022",Direct,999,,INR,
user2945,Product95,paid,,"Jul 18, 2022 12:04 pm","Jul 18, 2022",Direct,499,upi,INR,NA
user2931,Product5,Initiated,,"Jul 18, 2022 11:49 am","Jul 18, 2022",Direct,1999,,INR,
user967,Product5,Initiated,,"Jul 18, 2022 11:19 am","Jul 18, 2022",Direct,1999,,INR,
user2900,Product4,Initiated,,"Jul 18, 2022 11:16 am","Jul 18, 2022",Direct,2022,,INR,
user2951,Product29,paid,,"Jul 18, 2022 10:52 am","Jul 18, 2022",Direct,499,upi,INR,NA
user2952,Product4,Initiated,,"Jul 18, 2022 10:51 am","Jul 18, 2022",Direct,2022,,INR,
user2953,Product2,paid,,"Jul 18, 2022 10:07 am","Jul 18, 2022",Direct,999,upi,INR,NA
user2955,Product20,Initiated,,"Jul 18, 2022 09:45 am","Jul 18, 2022",Direct,499,,INR,
user2962,Product2,paid,,"Jul 18, 2022 09:03 am","Jul 18, 2022",Direct,999,upi,INR,NA
user2963,Product5,Initiated,,"Jul 18, 2022 06:44 am","Jul 18, 2022",Direct,1999,,INR,
user2750,Product3,Initiated,,"Jul 18, 2022 04:57 am","Jul 17, 2022",Direct,1999,,INR,
user2964,Product18,Initiated,,"Jul 18, 2022 01:07 am","Jul 17, 2022",Direct,1999,,INR,
user2643,Product35,Initiated,,"Jul 17, 2022 10:44 pm","Jul 17, 2022",Direct,499,,INR,
user2970,Product9,paid,,"Jul 17, 2022 10:15 pm","Jul 17, 2022",Direct,999,paylater,INR,NA
user2972,Product16,paid,,"Jul 18, 2022 10:36 am","Jul 18, 2022",Direct,499,upi,INR,NA
user2975,Product2,Initiated,,"Jul 18, 2022 09:50 am","Jul 18, 2022",Direct,999,,INR,
user2778,Product1,Initiated,,"Jul 18, 2022 09:12 am","Jul 18, 2022",Paid,3999,,INR,
user2976,Product98,Initiated,Coupon26,"Jul 18, 2022 08:52 am","Jul 18, 2022",Influencer,499,,INR,
user2862,Product39,Initiated,,"Jul 18, 2022 08:50 am","Jul 18, 2022",Direct,499,,INR,
user2978,Product99,paid,,"Jul 18, 2022 08:37 am","Jul 18, 2022",Direct,499,upi,INR,NA
user1884,Product10,Initiated,,"Jul 18, 2022 06:22 am","Jul 18, 2022",Direct,999,,INR,
user2988,Product51,Initiated,,"Jul 17, 2022 11:42 pm","Jul 17, 2022",Direct,499,,INR,
user2989,Product98,Initiated,,"Jul 17, 2022 11:16 pm","Jul 17, 2022",Influencer,499,,INR,
user2990,Product1,Initiated,,"Jul 17, 2022 10:42 pm","Jul 17, 2022",Direct,3999,,INR,
user2991,Product1,paid,,"Jul 17, 2022 10:26 pm","Jul 17, 2022",Direct,3999,upi,INR,NA
user2992,Product18,Initiated,,"Jul 17, 2022 10:01 pm","Jul 17, 2022",Direct,149,,USD,
user2955,Product20,paid,,"Jul 18, 2022 09:30 am","Jul 18, 2022",Direct,499,upi,INR,NA
user2962,Product2,Initiated,,"Jul 18, 2022 08:51 am","Jul 18, 2022",Direct,999,,INR,
user3000,Product5,paid,,"Jul 18, 2022 08:09 am","Jul 18, 2022",Direct,1999,upi,INR,NA
user3004,Product69,Initiated,,"Jul 18, 2022 02:08 am","Jul 17, 2022",Direct,499,,INR,
user3005,Product20,paid,,"Jul 18, 2022 12:01 am","Jul 17, 2022",Direct,499,upi,INR,NA
user3012,Product100,Initiated,,"Jul 17, 2022 10:28 pm","Jul 17, 2022",Direct,499,,INR,
user3013,Product12,Initiated,,"Jul 17, 2022 09:53 pm","Jul 17, 2022",Influencer,499,,INR,
user3013,Product12,Initiated,,"Jul 17, 2022 09:50 pm","Jul 17, 2022",Influencer,499,,INR,
user3014,Product84,paid,,"Jul 17, 2022 09:38 pm","Jul 17, 2022",Direct,499,upi,INR,NA
user3015,Product37,Initiated,,"Jul 17, 2022 09:40 pm","Jul 17, 2022",Direct,69,,USD,
user3017,Product3,Initiated,,"Jul 17, 2022 09:20 pm","Jul 17, 2022",Direct,1999,,INR,
user3018,Product10,paid,,"Jul 17, 2022 08:51 pm","Jul 17, 2022",Direct,999,upi,INR,NA
user3019,Product89,Initiated,,"Jul 17, 2022 08:37 pm","Jul 17, 2022",Paid,499,,INR,
user3027,Product46,paid,Coupon1,"Jul 17, 2022 06:23 pm","Jul 17, 2022",Direct,374,upi,INR,NA
user3027,Product101,paid,Coupon1,"Jul 17, 2022 06:18 pm","Jul 17, 2022",Direct,374,upi,INR,NA
user2832,Product24,paid,,"Jul 17, 2022 06:08 pm","Jul 17, 2022",Direct,499,paylater,INR,NA
user3028,Product17,paid,Coupon1,"Jul 17, 2022 05:58 pm","Jul 17, 2022",Direct,374,upi,INR,NA
user3028,Product17,Initiated,Coupon1,"Jul 17, 2022 05:49 pm","Jul 17, 2022",Direct,1499,,INR,
user3028,Product17,Initiated,Coupon1,"Jul 17, 2022 05:45 pm","Jul 17, 2022",Direct,1499,,INR,
user3033,Product1,Initiated,,"Jul 17, 2022 04:31 pm","Jul 17, 2022",Paid,3999,,INR,
user3034,Product10,Initiated,,"Jul 17, 2022 04:31 pm","Jul 17, 2022",Direct,999,,INR,
user3035,Product102,Initiated,,"Jul 17, 2022 09:27 pm","Jul 17, 2022",Direct,499,,INR,
user3017,Product3,Initiated,,"Jul 17, 2022 09:21 pm","Jul 17, 2022",Direct,1999,,INR,
user3035,Product102,paid,,"Jul 17, 2022 09:21 pm","Jul 17, 2022",Direct,499,upi,INR,NA
user3036,Product36,paid,,"Jul 17, 2022 09:21 pm","Jul 17, 2022",Direct,499,upi,INR,NA
user3017,Product3,Initiated,,"Jul 17, 2022 09:16 pm","Jul 17, 2022",Direct,1999,,INR,
user3018,Product10,Initiated,,"Jul 17, 2022 08:49 pm","Jul 17, 2022",Direct,999,,INR,
user3039,Product39,Initiated,,"Jul 17, 2022 07:47 pm","Jul 17, 2022",Direct,499,,INR,
user3040,Product35,Initiated,,"Jul 17, 2022 07:26 pm","Jul 17, 2022",Direct,499,,INR,
user3041,Product19,Initiated,,"Jul 17, 2022 07:09 pm","Jul 17, 2022",Direct,2999,,INR,
user3041,Product19,Initiated,,"Jul 17, 2022 07:08 pm","Jul 17, 2022",Direct,2999,,INR,
user3043,Product3,Initiated,,"Jul 17, 2022 07:06 pm","Jul 17, 2022",Direct,1999,,INR,
user3041,Product19,Initiated,,"Jul 17, 2022 07:02 pm","Jul 17, 2022",Direct,2999,,INR,
user3045,Product2,paid,,"Jul 17, 2022 05:19 pm","Jul 17, 2022",Direct,999,upi,INR,NA
user3049,Product12,Initiated,,"Jul 17, 2022 04:18 pm","Jul 17, 2022",Direct,499,,INR,
user3050,Product25,Initiated,,"Jul 17, 2022 04:16 pm","Jul 17, 2022",Direct,499,,INR,
user3018,Product1,paid,,"Jul 17, 2022 08:57 pm","Jul 17, 2022",Direct,3999,upi,INR,NA
user3051,Product66,paid,,"Jul 17, 2022 08:36 pm","Jul 17, 2022",Email,499,upi,INR,NA
